 2447 3.56149292 2.287568650149411 0.3489085159481156
 3302 6.5863906 2.58447255030694 1.140643177480075
 3831 10.891504 2.881990830795781 2.123531248444212
 3732 10.25972544 2.518441707683773 1.45942821810998
 2139 2.82391104 2.96324800958915 0.6174751037626077
 3605 11.12183606 2.566779309921432 0.1174437572398079
 3280 13.57437622 3.041019905492627 1.658145640174205
 1688 10.14721598 2.185830007800213 1.235201157946384
 3569 3.00204424 3.048110783799069 1.748061509087791
 1694 5.577221740000001 2.762322665736006 2.960620266301957
 3305 7.799488360000001 2.439226050988437 1.755667399149911
 2290 12.00420888 2.321228469710111 0.3410798869668556
 2108 14.33109358 2.603967797766571 0.7278246766933044
 1443 7.68190852 2.183878756225488 2.413668953896047
 1789 8.143695579999999 3.051018474407623 0.1918060972971095
 3469 9.216496959999999 2.506386023899206 2.043684812303912
 1855 11.61374524 2.552564985464706 0.5606781559305782
 1494 11.9218536 2.169659779070041 1.626766847263473
 3926 4.13514138 2.661122080818995 0.8985921971485583
 3099 3.13114594 2.689170858820751 2.046571181970325
 1202 9.356587680000001 2.369559411771344 1.24409516382833
 2487 8.311203200000001 3.03765909250367 1.299404347627398
 1247 12.79106712 2.112305185975629 0.2261535067699251
 2240 8.923534499999999 2.856232106286884 1.226991799351436
 2920 4.59235226 2.990426754921421 1.678380764119683
 3733 8.40325754 2.647400483754058 1.419469829910073
 3378 4.56164648 2.728481293535855 1.863471905040082
 2803 2.89481362 2.624799625348696 3.033927697245295
 3112 1.44099153 2.158809739062155 0.3101267138872388
 3981 10.81042398 2.777501542913188 0.207065802417281
 1450 9.06077062 2.43240006130257 2.715672172057153
 2023 8.45851302 3.134691370399995 2.210915370670123
 1374 3.65403026 2.335743067592667 2.673886947729184
 1324 7.44981652 2.786017908414221 1.897718972043542
 2798 3.95289554 2.280257776581413 2.495364060233352
 2471 7.70321806 2.421517919453751 1.154262578535991
 3709 11.231529 2.68009815914867 2.822454340865992
 1466 1.530854912 2.429624610800781 0.4192527338687346
 1265 9.95103314 2.191359875840976 1.811285024515709
 2061 12.00081822 2.885440917375977 2.298238985821525
 1619 14.5107154 2.992636079955058 2.294222208286498
 1634 1.277923212 2.368232005099399 2.270877441684717
 1146 13.6783909 2.843291676707237 2.500069506293972
 3944 13.91626616 2.572904316038504 1.533029450798281
 1651 4.46367518 2.641358436626993 1.172173709315976
 2281 14.4900745 2.438663569767763 2.487327552066204
 1208 8.295353240000001 2.502670776427071 0.2852836180764035
 2391 4.3318747 2.643021145482856 1.316835411633988
 3255 4.08453936 2.66242531817146 3.138029553449871
 1432 7.42685876 3.106290702605111 1.832555460320178
 2571 14.5431002 3.131578753702647 2.409704201135364
 3467 2.71396442 2.929964584244277 1.196861224033827
 1821 3.20486476 2.333950527184406 1.738740623596075
 1509 1.162632428 3.077048150810917 2.844258658926012
 1948 10.40983988 2.137384007002436 2.853378011248999
 1344 2.99339966 2.531386535493135 1.415008422766783
 2133 3.74818502 2.500284003768384 0.1605238235374732
 2679 4.90662986 2.730931976661092 2.35956783813599
 1307 4.0348031 3.073365031359653 1.659932546659641
 2970 9.43181304 2.686422363183929 0.7385653735688831
 2576 2.94321344 2.367676728597877 2.53307269110217
 1035 5.375819 2.793514125476805 1.027235892419639
 3187 8.023254139999999 2.676966965166763 2.569279986257763
 3134 1.14463407 2.886125637966803 3.130769207163719
 2776 8.64424668 2.817567164142337 2.742486827744824
 3458 6.40862364 2.639724389568106 1.045692246604655
 1133 8.838036079999998 2.534333694977394 2.061842620939057
 2011 10.27554894 2.974863776154435 0.8180891053118056
 2319 1.965681682 2.870765030126586 2.913829291071611
 3610 12.33489196 2.651120244647639 1.37998371733378
 2990 1.97533702 2.218034460478593 1.632681272424974
 2268 2.44302004 2.197251843850991 0.3476341603041135
 2207 14.7015452 2.536814474560252 2.228371944409059
 3078 9.419116020000001 2.573156156577591 1.935113475062927
 1264 5.65178042 2.970215873599253 1.654222136525063
 2913 14.94105846 3.032770680086904 2.05965886846962
 2871 6.97262204 2.779381932724019 3.098515009460064
 3103 4.69435794 2.904487817676039 2.524437740950439
 3909 12.92619344 2.284076057820611 2.03454573077906
 2686 9.54442596 2.821036445853648 2.781494664255534
 2049 1.0460423194 2.839986365188493 0.6941984198141203
 2992 12.88033602 2.880103162961969 1.337194345745944
 3154 1.195909644 2.921580636873593 3.039656045873924
 2229 12.2651385 2.809753154038892 2.077280344406944
 3746 1.257964784 2.210867513742032 1.890224828432109
 1288 8.706545699999999 2.841377870822547 0.9771382652576839
 1135 6.51280506 2.483511365222109 0.03650116915718862
 1819 5.1302772 2.323780081735332 3.085003647775505
 2035 8.332641819999999 2.902320956503103 0.7054619405391094
 3246 7.36346844 2.549100426614352 2.32598879939439
 3725 13.71712974 2.851017261449459 2.538122801292815
 3262 1.574075054 3.105554931133665 1.906236049638909
 2620 6.05625708 2.985429266407723 0.4999312836551902
 3873 3.91900546 2.415459316133401 0.5485348950148045
 1774 3.53123122 3.076019321104769 1.133438060392773
 2739 3.84144476 3.071848930160957 2.238075790045247
 2844 2.5179332 2.57619699835478 0.01686757695266774
 3108 5.91073268 2.914554894254835 0.5155375535689425
 2864 9.869951440000001 2.544343029083217 2.985628977452711
 1956 3.93889092 2.678117353564655 3.111777022935708
 2021 7.2176296 2.795317012196871 1.158888887877667
 1470 5.41742364 2.673417593786738 1.04888140297102
 2838 13.53642992 2.139859025951565 1.9632377664801
